tag	count	franchises
yagen toushirou	218	touken ranbu
zakuro (rariatto)	218	noss & zakuro
akatsuki (log horizon)	217	log horizon
doudanuki masakuni	217	touken ranbu
elhaym van houten	217	xenogears
fletchling	217	pokemon
freyja (fire emblem)	217	fire emblem, fire emblem heroes
gagaga girl	217	yu-gi-oh!, yu-gi-oh! zexal
haxorus	217	pokemon
hector (fire emblem)	217	fire emblem, fire emblem: the blazing blade
helianthus (girls' frontline)	217	girls' frontline
k/da all out evelynn	217	league of legends
kobushi abiru	217	sayonara zetsubou sensei
lulu (ff10)	217	final fantasy, final fantasy x
matsuno choromatsu	217	osomatsu (series), osomatsu-san, osomatsu-kun
meika mikoto	217	vocaloid
mithrun (young)	217	dungeon meshi
nakaseko kaori	217	hibike! euphonium
nina (breath of fire ii)	217	breath of fire, breath of fire ii
orin the red	217	baldur's gate, baldur's gate 3, dungeons & dragons
spheal	217	pokemon
swampert	217	pokemon
taion (xenoblade)	217	xenoblade chronicles (series), xenoblade chronicles 3
tosaki mimi	217	vspo!, cattleya regina games
viola (pokemon)	217	pokemon, pokemon xy
yang guifei (third ascension) (fate)	217	fate/grand order, fate (series)
yunomiya agari	217	original
a.k.i. (street fighter)	216	street fighter, street fighter 6
albacore (azur lane)	216	azur lane
beatrice (princess principal)	216	princess principal
belarus (hetalia)	216	axis powers hetalia
broly (dragon ball z)	216	dragon ball, dragon ball z
cure chocolat	216	kirakira precure a la mode, precure
cure la mer	216	precure, tropical-rouge! precure
cure passion	216	fresh precure!, precure
duke of york (azur lane)	216	azur lane
godzilla (shin)	216	godzilla (series), shin godzilla
helena blavatsky (third ascension) (fate)	216	fate/grand order, fate (series)
kaname buccaneer	216	macross, macross delta
kikyou (inuyasha)	216	inuyasha
kiryuu moeka	216	steins;gate
kiyohime (third ascension) (fate)	216	fate/grand order, fate (series)
majin buu	216	dragon ball, dragon ball z
may of doom	216	last origin
otouto (92m)	216	original
rhea (summer) (fire emblem)	216	fire emblem, fire emblem: three houses, fire emblem heroes
selphie tilmitt	216	final fantasy, final fantasy viii
strelizia	216	darling in the franxx
tanikaze amane	216	tenshi souzou re-boot!
teletha testarossa	216	full metal panic!
yoshino chidori	216	persona, persona 3
asbel lhant	215	tales of (series), tales of graces
dana zane	215	va-11 hall-a
dateko (92m)	215	original
kiryu tsukasa (idolmaster)	215	idolmaster, idolmaster cinderella girls
rodney (azur lane)	215	azur lane
suo sango (1st costume)	215	nijisanji
thanatos (hades)	215	hades (series), hades 1
anne (shingeki no bahamut)	214	shingeki no bahamut, manaria friends
chouno ami	214	girls und panzer
crystal exarch	214	final fantasy, final fantasy xiv
cure summer	214	precure, tropical-rouge! precure
eliza (skullgirls)	214	skullgirls
ermes costello	214	jojo no kimyou na bouken, stone ocean
evelysse (star ocean)	214	star ocean, star ocean anamnesis
female mage (dungeon and fighter)	214	dungeon and fighter
futaki kanata	214	little busters!
godzilla (monsterverse)	214	godzilla (series), monsterverse
inu sakuya (nejikirio)	214	touhou
lawine (sousou no frieren)	214	sousou no frieren
le temeraire (azur lane)	214	azur lane
li sushang (jade knight)	214	honkai (series), honkai impact 3rd
masaki sasami jurai	214	tenchi muyou!
nazuna (hidamari sketch)	214	hidamari sketch
nuko (shoujo shuumatsu ryokou)	214	shoujo shuumatsu ryokou
ogami sakura	214	danganronpa (series), danganronpa: trigger happy havoc
protagonist 2 (housamo)	214	tokyo afterschool summoners
raven (honkai impact)	214	honkai (series), honkai impact 3rd
sakuyamon	214	digimon
shining (silent night) (arknights)	214	arknights
shinko windy (umamusume)	214	umamusume
shiro (sewayaki kitsune no senko-san)	214	sewayaki kitsune no senko-san
soda (twinkling bunny) (nikke)	214	goddess of victory: nikke
sr-3mp (girls' frontline)	214	girls' frontline
sunday silence (racehorse)	214	umamusume, original
takamura yui	214	muv-luv, muv-luv alternative, muv-luv total eclipse
xiao (project moon)	214	library of ruina, project moon
archie (pokemon)	213	pokemon, pokemon oras
aria wintermint	213	the crawling city
dark samus	213	metroid, metroid prime, super smash bros.
fairimon	213	digimon
felicia hardy	213	marvel, spider-man (series)
kaburagi t. kotetsu	213	tiger & bunny
kuroki tomoki	213	watashi ga motenai no wa dou kangaetemo omaera ga warui!
luke fon fabre	213	tales of (series), tales of the abyss
mass production eva	213	neon genesis evangelion, the end of evangelion
mukaido manaka	213	nagi no asukara
nakatsu shizuru	213	rewrite
princess of the crystal	213	mawaru penguindrum
sakutarou (umineko)	213	umineko no naku koro ni
sapling (ceres fauna)	213	hololive, hololive english
soma peries	213	gundam, gundam 00
sophie twilight	213	tonari no kyuuketsuki-san
tachibana himeko	213	k-on!
takamiya rion (1st costume)	213	nijisanji
tsukuyomi ai	213	voiceroid
utsushimi kemii	213	boku no hero academia
aika granzchesta	212	aria (manga)
airi kanna	212	stellive
anabuki tomoko	212	world witches series, strike witches: suomus misfits squadron
arisa (shadowverse)	212	shadowverse
asta (black clover)	212	black clover
dokugamine riruka	212	bleach
gohan beast	212	dragon ball, dragon ball super, dragon ball super super hero
guido mista	212	jojo no kimyou na bouken, vento aureo
hina (girls band cry)	212	girls band cry
hoshiguma (ronin huntress) (arknights)	212	arknights
jakuzure nonon (symphony regalia)	212	kill la kill
makinami (kancolle)	212	kantai collection
minthara	212	baldur's gate, baldur's gate 3, dungeons & dragons
nakahara misaki	212	nhk ni youkoso!
nephenee (fire emblem)	212	fire emblem, fire emblem: path of radiance, fire emblem: radiant dawn
petra leyte	212	re:zero kara hajimeru isekai seikatsu
sage (granblue fantasy)	212	granblue fantasy
shirakami fubuki (new year)	212	hololive
tokido saya	212	little busters!
type 100 (girls' frontline)	212	girls' frontline
vanessa (kof)	212	the king of fighters
ajax (azur lane)	211	azur lane
asakura karen (heaven burns red)	211	heaven burns red
cure flora	211	go! princess precure, precure
d (nikke)	211	goddess of victory: nikke
drake (nikke)	211	goddess of victory: nikke
ebi frion (natsuiro matsuri)	211	hololive
eliwood (fire emblem)	211	fire emblem, fire emblem: the blazing blade
emiya alter	211	fate (series), fate/grand order
emma frost	211	marvel, x-men, marvel rivals
female gunner (dungeon and fighter)	211	dungeon and fighter
fumizuki (azur lane)	211	azur lane
gunner (sekaiju)	211	sekaiju no meikyuu, sekaiju no meikyuu 2
hassel (pokemon)	211	pokemon, pokemon sv
hermione (azur lane)	211	azur lane
horsea	211	pokemon
i:p masquerena	211	yu-gi-oh!
jessie rasberry	211	final fantasy, final fantasy vii, final fantasy vii remake
kiriha (tsugumomo)	211	tsugumomo
krystal	211	star fox
misaka worst	211	toaru majutsu no index, toaru majutsu no index: new testament
nyarla (osiimi)	211	crawling dreams
olimar	211	pikmin (series), super smash bros., mario (series)
rakka (haibane)	211	haibane renmei
waluigi	211	mario (series)
yuki miku (2019)	211	vocaloid
yuri (project moon)	211	project moon, limbus company
alita	210	battle angel alita
altair (re:creators)	210	re:creators
ars almal (1st costume)	210	nijisanji
bomb devil (chainsaw man)	210	chainsaw man
bra (dragon ball)	210	dragon ball, dragon ball gt
caterpie	210	pokemon
chesed (project moon)	210	project moon, library of ruina, lobotomy corporation
cinder fall	210	rwby
colonel sanders	210	kfc
cyrus (pokemon)	210	pokemon, pokemon dppt
hikasa tomoshika	210	voms
izumi-no-kami kanesada	210	touken ranbu
japanese wolf (kemono friends)	210	kemono friends
kate (shadows house)	210	shadows house
levia (closers)	210	closers
lynn minmay	210	macross, choujikuu yousai macross, macross: do you remember love?
maribel (dq7)	210	dragon quest, dragon quest vii
miyanaga teru	210	saki (manga)
neo asari	210	gakuen idolmaster, idolmaster
nonohara akane	210	idolmaster, idolmaster million live!
pearl fey	210	ace attorney
projekt red (light breeze) (arknights)	210	arknights
protean assassin melona	210	queen's blade
ravel phenex	210	high school dxd
red pyro (tf2)	210	team fortress 2
sanya (kuzuha)	210	nijisanji
starscourge radahn	210	elden ring
turn a gundam (mobile suit)	210	gundam, turn a gundam
ultraman	210	ultra series, ultraman (1st series)
zygarde	210	pokemon
2p (nier:automata)	209	nier (series), nier:automata
asashio (halloween mode) (kancolle)	209	kantai collection
bloom (irys)	209	hololive, hololive english
caspar von bergliez	209	fire emblem, fire emblem: three houses
crimson viper	209	street fighter, street fighter iv (series)
hattori shizuka	209	strike witches, world witches series
igrene (fire emblem)	209	fire emblem, fire emblem: the binding blade
kakavasha (honkai: star rail)	209	honkai: star rail, honkai (series)
kazuha's friend (genshin impact)	209	genshin impact
lucifer (umineko)	209	umineko no naku koro ni
lunafreya nox fleuret	209	final fantasy, final fantasy xv
miyabi (senran kagura)	209	senran kagura, senran kagura shinovi versus
mizusaki tsubame	209	eizouken ni wa te wo dasu na!
murasaki shion (hololive summer 2019)	209	hololive
nah (fire emblem)	209	fire emblem, fire emblem awakening
nono (top wo nerae 2!)	209	top wo nerae! (series), top wo nerae 2!
nozaki umetarou	209	gekkan shoujo nozaki-kun
penpen	209	neon genesis evangelion
prunechi	209	original
skullman (blue archive)	209	blue archive
stg44 (girls' frontline)	209	girls' frontline
tachibana yuu (yakitomato)	209	original
utsumi erice (swimsuit avenger)	209	fate (series), fate/grand order
wonderlands x showtime miku	209	project sekai, vocaloid
yozora mel (2nd costume)	209	hololive
2k-tan	208	os-tan
aimaina	208	vocaloid
ambriel (arknights)	208	arknights
amou kanade	208	senki zesshou symphogear
android 17	208	dragon ball, dragon ball z
astgenne (arknights)	208	arknights
bakugou mitsuki	208	boku no hero academia
battle bunny riven	208	league of legends
cicin mage (genshin impact)	208	genshin impact
cure majesty	208	hirogaru sky! precure, precure
cure princess	208	precure, happinesscharge precure!
danjin (wuthering waves)	208	wuthering waves
dick gumshoe	208	ace attorney
eve santaclaus	208	idolmaster, idolmaster cinderella girls
finn the human	208	adventure time
hanabusa lisa	208	vspo!, cattleya regina games
hoto mocha	208	gochuumon wa usagi desu ka?
kachimachi kosuzu	208	link! like! love live!, love live!
konoe a. mercury	208	blazblue
lilim (monster girl encyclopedia)	208	monster girl encyclopedia, original
machoke	208	pokemon
matou shinji	208	fate (series), fate/stay night
riku (kingdom hearts)	208	kingdom hearts
rose (street fighter)	208	street fighter
sara (touhou)	208	touhou, touhou (pc-98)
shimizu kiyoko	208	haikyuu!!
sonya (fire emblem gaiden)	208	fire emblem, fire emblem echoes: shadows of valentia
xu fu (first ascension) (fate)	208	fate/grand order, fate (series)
andreana (arknights)	207	arknights
drednaw	207	pokemon, pokemon swsh
himura kenshin	207	rurouni kenshin
karibuchi hikari	207	world witches series, brave witches
kouhai-chan (tawawa)	207	getsuyoubi no tawawa
kuriboh	207	yu-gi-oh!
kurohanya (niliu chahui)	207	original
kyoka (halloween) (princess connect!)	207	princess connect!
mihama chiyo's father	207	azumanga daioh
pholia	207	granblue fantasy
shellder	207	pokemon
suzuka gozen (swimsuit rider) (fate)	207	fate/grand order, fate (series)
takatsuki ichika	207	ano natsu de matteru
thief (final fantasy)	207	final fantasy, final fantasy x, final fantasy x-2
tien (granblue fantasy)	207	granblue fantasy
tsukimi eiko	207	paripi koumei
vergilius (project moon)	207	project moon, limbus company
watson amelia (party dress)	207	hololive, hololive english
yagokoro	207	touhou
abyssal admiral (kancolle)	206	kantai collection
anchorage water oni	206	kantai collection
arctic fox (kemono friends)	206	kemono friends
china (hetalia)	206	axis powers hetalia
cubone	206	pokemon
dedf1sh	206	splatoon (series), splatoon 3, splatoon 3: side order
doujima ryoutarou	206	persona, persona 4
gawr gura (school uniform)	206	hololive, hololive english
gotou moyoko	206	girls und panzer
gray fullbuster	206	fairy tail
hinata natsumi	206	keroro gunsou
hoshina tomoko	206	to heart, to heart (series)
indigo (arknights)	206	arknights
ishida yamato	206	digimon, digimon adventure
kamio reiji (yua)	206	kantai collection
karen (pokemon)	206	pokemon, pokemon hgss
katou hazuki	206	hibike! euphonium
kirahoshi ciel	206	kirakira precure a la mode, precure
kisaragi shintarou	206	kagerou project
konori mii	206	toaru majutsu no index, toaru kagaku no railgun
laimu (vtuber)	206	vinesauce, indie virtual youtuber
lucie (millie parfait)	206	nijisanji, nijisanji en
makaino ririmu (5th costume)	206	nijisanji
matsuno osomatsu	206	osomatsu (series), osomatsu-san, osomatsu-kun
mg5 (girls' frontline)	206	girls' frontline
munetani mashiro	206	high school fleet
onsoku no sonic	206	one-punch man
pauline (mario)	206	mario (series), donkey kong (series)
poliwag	206	pokemon
popukar (arknights)	206	arknights
qiyana (league of legends)	206	league of legends
rain mikamura	206	gundam, g gundam
sakurazaki setsuna	206	mahou sensei negima!
sp//dr	206	marvel, spider-man (series), spider-verse
vaggie	206	hazbin hotel
velvet (odin sphere)	206	odin sphere
aoyama blue mountain	205	gochuumon wa usagi desu ka?
c-ms (girls' frontline)	205	girls' frontline
chou-10cm-hou-chan (teruzuki's)	205	kantai collection
giratina (altered)	205	pokemon
hanami kotoha	205	mahou girls precure!, precure
histoire	205	neptune (series)
i-201 (kancolle)	205	kantai collection
illumi zoldyck	205	hunter x hunter
joseph joestar (old)	205	jojo no kimyou na bouken, stardust crusaders
junkrat (overwatch)	205	overwatch, overwatch 1
kenmochi touko	205	nijisanji
koko (kamitsubaki studio)	205	kamitsubaki studio
kujou hikari	205	futari wa precure, precure, futari wa precure max heart
miyako (princess connect!)	205	princess connect!
nicola (granblue fantasy)	205	granblue fantasy
richter belmont	205	castlevania (series), castlevania: rondo of blood, super smash bros.
sawatari makoto	205	kanon
spongebob squarepants	205	spongebob squarepants (series)
tamanami (kancolle)	205	kantai collection
tongkkangi (streamer)	205	tongkkangi
usami (danganronpa)	205	danganronpa (series), danganronpa 2: goodbye despair, galaga
violet (ac8231)	205	original
add (fate)	204	fate (series), lord el-melloi ii case files
agent 3 (splatoon 3)	204	splatoon (series), splatoon 3
amano nene (vtuber)	204	production kawaii
anya (mouthwashing)	204	mouthwashing
blue-eyes white dragon	204	yu-gi-oh!, yu-gi-oh! duel monsters
elven forest maker	204	last origin
emiya kiritsugu (assassin)	204	fate (series), fate/grand order
eria (yu-gi-oh!)	204	yu-gi-oh!
hyakkimaru (dororo)	204	dororo (tezuka)
illustrious (morning star of love and hope) (azur lane)	204	azur lane
jean pierre polnareff	204	jojo no kimyou na bouken, stardust crusaders
kazuno leah	204	love live!, love live! sunshine!!
kome-kome (precure)	204	delicious party precure, precure
lava the purgatory (arknights)	204	arknights
misato (princess connect!)	204	princess connect!
nacchan (ohisashiburi)	204	original
roberta (black lagoon)	204	black lagoon
sage (sonic)	204	sonic (series), sonic frontiers
seulbi lee	204	closers
shione (niliu chahui)	204	original
shiramine rika	204	original
suzutsuki (swimsuit mode) (kancolle)	204	kantai collection
uesugi u. kyouko	204	tokyo 7th sisters
vanillite	204	pokemon
afuro terumi	203	inazuma eleven (series), inazuma eleven
azhdaha (genshin impact)	203	genshin impact
cure honey	203	happinesscharge precure!, precure
gwen tennyson	203	ben 10
hisuian growlithe	203	pokemon, pokemon legends: arceus
inda karane	203	kimi no koto ga dai dai dai dai daisuki na 100-nin no kanojo
kagome misaki	203	alice gear aegis
kanbe kotori	203	rewrite
kokoro (darling in the franxx)	203	darling in the franxx
mini nobu (fate)	203	fate (series), fate/grand order
nonowa	203	idolmaster, idolmaster (classic)
octane (apex legends)	203	apex legends
